dish_id,dish_name,cuisine,common_ingredients,allergens,dietary_tags,source_restaurant_count,description,possible_substitutions,preparation_method,ingredient_variations,allergen_confidence,source
D0464,Red Velvet Dessert Jar,North Indian,"spices, salt, cooking oil, cumin, coriander",none_identified_from_name,vegetarian,11,Red Velvet Dessert Jar is a vegetarian North Indian dish commonly associated with cumin and coriander.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=red_velvet_dessert_jar
D0465,Schezwan Chicken Fried Rice,Indo-Chinese,"spices, salt, cooking oil, rice, vegetables, chicken, garlic, spring onion, sauce","possible_soy, possible_gluten","non-vegetarian, high-protein",11,"Schezwan Chicken Fried Rice is a non-vegetarian Indo-Chinese dish commonly associated with rice, vegetables, chicken, garlic, and spring onion.",chicken->tofu or mushrooms (tofu introduces soy),stir-fried,"vegetable, spice, and protein additions may vary",medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=schezwan_chicken_fried_rice
D0466,Sevpuri,Beverages,"spices, salt, cooking oil, wheat flour",gluten,vegetarian,11,Sevpuri is a vegetarian Beverages dish commonly associated with wheat flour.,wheat flour->gluten-free flour blend,,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=sevpuri
D0467,Singapuri Noodles,Indo-Chinese,"spices, salt, cooking oil, wheat flour, noodles, vegetables, sauce, garlic, spring onion","gluten, possible_soy",vegetarian,11,"Singapuri Noodles is a vegetarian Indo-Chinese dish commonly associated with wheat flour, noodles, vegetables, sauce, and garlic.","wheat flour->gluten-free flour blend, wheat noodles->rice noodles",stir-fried,"vegetables, protein, and sauce blend may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=singapuri_noodles
D0468,Tawa Chicken,North Indian,"spices, salt, cooking oil, chicken, cumin, coriander",none_identified_from_name,"non-vegetarian, high-protein",11,"Tawa Chicken is a non-vegetarian North Indian dish commonly associated with chicken, cumin, and coriander.",chicken->tofu or mushrooms (tofu introduces soy),,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=tawa_chicken
D0469,Tawa Roti Butter,North Indian,"spices, salt, cooking oil, wheat flour, butter, cumin, coriander","gluten, dairy",vegetarian,11,"Tawa Roti Butter is a vegetarian North Indian dish commonly associated with wheat flour, butter, cumin, and coriander.","butter->plant-based butter (check product allergens), wheat flour->gluten-free flour blend",griddle-cooked,flour blend and cooking fat may vary,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=tawa_roti_butter
D0470,Triple Chocolate Mousse Pastry,North Indian,"spices, salt, cooking oil, cumin, coriander",none_identified_from_name,vegetarian,11,Triple Chocolate Mousse Pastry is a vegetarian North Indian dish commonly associated with cumin and coriander.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=triple_chocolate_mousse_pastry
D0471,Veg Balti,Chinese,"spices, salt, cooking oil, garlic, spring onion, sauce","possible_soy, possible_gluten",vegetarian,11,"Veg Balti is a vegetarian Chinese dish commonly associated with garlic, spring onion, and sauce.",,,,medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=veg_balti
D0472,Veg Kadhai,North Indian,"spices, salt, cooking oil, cumin, coriander",none_identified_from_name,vegetarian,11,Veg Kadhai is a vegetarian North Indian dish commonly associated with cumin and coriander.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=veg_kadhai
D0473,Veg Tufani,Gujarati,"spices, salt, cooking oil, mustard seeds, curry leaves",none_identified_from_name,vegetarian,11,Veg Tufani is a vegetarian Gujarati dish commonly associated with mustard seeds and curry leaves.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=veg_tufani
D0474,Vegetable Fried Rice,Indo-Chinese,"spices, salt, cooking oil, rice, vegetables, garlic, spring onion, sauce","possible_soy, possible_gluten",vegetarian,11,"Vegetable Fried Rice is a vegetarian Indo-Chinese dish commonly associated with rice, vegetables, garlic, spring onion, and sauce.",,stir-fried,"vegetable, spice, and protein additions may vary",medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=vegetable_fried_rice
D0475,Aloo Tikki Chaat,Fast Food,"spices, salt, cooking oil, chutney, crisps",possible_gluten,"street-food, vegetarian",10,Aloo Tikki Chaat is a vegetarian Fast Food dish commonly associated with chutney and crisps.,,"mixed, no-cook or minimally cooked","chutneys, toppings, and seasoning may vary",medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=aloo_tikki_chaat
D0476,Bhel Puri,South Indian,"spices, salt, cooking oil, wheat flour, chutney, crisps, curry leaves, mustard seeds",gluten,"street-food, vegetarian",10,"Bhel Puri is a vegetarian South Indian dish commonly associated with wheat flour, chutney, crisps, curry leaves, and mustard seeds.",wheat flour->gluten-free flour blend,"mixed, no-cook or minimally cooked","chutneys, toppings, and seasoning may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=bhel_puri
D0477,Bundi Raita,North Indian,"spices, salt, cooking oil, yogurt, cumin, coriander",dairy,vegetarian,10,"Bundi Raita is a vegetarian North Indian dish commonly associated with yogurt, cumin, and coriander.",yogurt->plant-based yogurt (check soy or nut allergens),"mixed, no-cook or minimally cooked","chutneys, toppings, and seasoning may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=bundi_raita
D0478,Chapathi,South Indian,"spices, salt, cooking oil, curry leaves, mustard seeds",none_identified_from_name,vegetarian,10,Chapathi is a vegetarian South Indian dish commonly associated with curry leaves and mustard seeds.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chapathi
D0479,Chatpate Chole Wrap,North Indian,"spices, salt, cooking oil, chickpeas, onion, tomato, cumin, coriander",none_identified_from_name,"high-protein, vegetarian",10,"Chatpate Chole Wrap is a vegetarian North Indian dish commonly associated with chickpeas, onion, tomato, cumin, and coriander.",,simmered,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chatpate_chole_wrap
D0480,Cheese Toast,Chinese,"spices, salt, cooking oil, cheese, garlic, spring onion, sauce","dairy, possible_soy, possible_gluten",vegetarian,10,"Cheese Toast is a vegetarian Chinese dish commonly associated with cheese, garlic, spring onion, and sauce.",cheese->dairy-free cheese (check product allergens),,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=cheese_toast
D0481,Cheesy Fries,Indian,"spices, salt, cooking oil, cheese",dairy,vegetarian,10,Cheesy Fries is a vegetarian Indian dish commonly associated with cheese.,cheese->dairy-free cheese (check product allergens),,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=cheesy_fries
D0482,Chicken Afghani,North Indian,"spices, salt, cooking oil, chicken, cumin, coriander",none_identified_from_name,"non-vegetarian, high-protein",10,"Chicken Afghani is a non-vegetarian North Indian dish commonly associated with chicken, cumin, and coriander.",chicken->tofu or mushrooms (tofu introduces soy),,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chicken_afghani
D0483,Chicken Butter Masala,Bengali,"spices, salt, cooking oil, butter, chicken, mustard oil, panch phoron",dairy,"non-vegetarian, high-protein",10,"Chicken Butter Masala is a non-vegetarian Bengali dish commonly associated with butter, chicken, mustard oil, and panch phoron.","butter->plant-based butter (check product allergens), chicken->tofu or mushrooms (tofu introduces soy)",simmered,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chicken_butter_masala
D0484,Chicken Kabab,Chinese,"spices, salt, cooking oil, ginger, garlic, chicken, spring onion, sauce","possible_soy, possible_gluten","grilled, non-vegetarian, high-protein",10,"Chicken Kabab is a non-vegetarian Chinese dish commonly associated with ginger, garlic, chicken, spring onion, and sauce.",chicken->tofu or mushrooms (tofu introduces soy),grilled or tandoor-roasted,marinade and protein choice may vary,medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chicken_kabab
D0485,Chicken Kali Mirch,North Indian,"spices, salt, cooking oil, chicken, cumin, coriander",none_identified_from_name,"non-vegetarian, high-protein",10,"Chicken Kali Mirch is a non-vegetarian North Indian dish commonly associated with chicken, cumin, and coriander.",chicken->tofu or mushrooms (tofu introduces soy),,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chicken_kali_mirch
D0486,Chicken Mughlai,North Indian,"spices, salt, cooking oil, chicken, cumin, coriander",none_identified_from_name,"non-vegetarian, high-protein",10,"Chicken Mughlai is a non-vegetarian North Indian dish commonly associated with chicken, cumin, and coriander.",chicken->tofu or mushrooms (tofu introduces soy),,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chicken_mughlai
D0487,Chinese Sizzler,North Indian,"spices, salt, cooking oil, cumin, coriander",none_identified_from_name,vegetarian,10,Chinese Sizzler is a vegetarian North Indian dish commonly associated with cumin and coriander.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chinese_sizzler
D0488,Chocolate,Indian,"spices, salt, cooking oil",none_identified_from_name,vegetarian,10,Chocolate is a vegetarian Indian dish generally seasoned with regional spices.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chocolate
D0489,Chole Puri,North Indian,"spices, salt, cooking oil, chickpeas, onion, tomato, wheat flour, cumin, coriander",gluten,"high-protein, vegetarian",10,"Chole Puri is a vegetarian North Indian dish commonly associated with chickpeas, onion, tomato, wheat flour, and cumin.",wheat flour->gluten-free flour blend,simmered,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chole_puri
D0490,Egg Chicken Fried Rice,Indo-Chinese,"spices, salt, cooking oil, rice, vegetables, egg, chicken, garlic, spring onion, sauce","egg, possible_soy, possible_gluten","contains-egg, non-vegetarian, high-protein",10,"Egg Chicken Fried Rice is a non-vegetarian Indo-Chinese dish commonly associated with rice, vegetables, egg, chicken, and garlic.",chicken->tofu or mushrooms (tofu introduces soy),stir-fried,"vegetable, spice, and protein additions may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=egg_chicken_fried_rice
D0491,Egg Thali,Bengali,"spices, salt, cooking oil, egg, mustard oil, panch phoron",egg,"contains-egg, non-vegetarian",10,"Egg Thali is a non-vegetarian Bengali dish commonly associated with egg, mustard oil, and panch phoron.",,,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=egg_thali
D0492,Extra Cheese,Indian,"spices, salt, cooking oil, cheese",dairy,vegetarian,10,Extra Cheese is a vegetarian Indian dish commonly associated with cheese.,cheese->dairy-free cheese (check product allergens),,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=extra_cheese
D0493,Gobi Chilli,Chinese,"spices, salt, cooking oil, garlic, spring onion, sauce","possible_soy, possible_gluten",vegetarian,10,"Gobi Chilli is a vegetarian Chinese dish commonly associated with garlic, spring onion, and sauce.",,sauteed or stir-fried,"vegetables, protein, and sauce blend may vary",medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=gobi_chilli
D0494,Gobi Manchurian Dry,Indo-Chinese,"spices, salt, cooking oil, vegetables, flour, soy sauce, garlic, spring onion, sauce","gluten, soy",vegetarian,10,"Gobi Manchurian Dry is a vegetarian Indo-Chinese dish commonly associated with vegetables, flour, soy sauce, garlic, and spring onion.",,sauteed or stir-fried,"vegetables, protein, and sauce blend may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=gobi_manchurian_dry
D0495,Gobi Paneer Paratha,North Indian,"spices, salt, cooking oil, wheat flour, paneer, cumin, coriander","gluten, dairy","vegetarian, high-protein",10,"Gobi Paneer Paratha is a vegetarian North Indian dish commonly associated with wheat flour, paneer, cumin, and coriander.","paneer->tofu (introduces soy), wheat flour->gluten-free flour blend",griddle-cooked,"protein variation may use paneer, tofu, or mixed vegetables, flour blend and cooking fat may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=gobi_paneer_paratha
D0496,Gujarati Thali,Thalis,"spices, salt, cooking oil",none_identified_from_name,vegetarian,10,Gujarati Thali is a vegetarian Thalis dish generally seasoned with regional spices.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=gujarati_thali
D0497,Handi Paneer,North Indian,"spices, salt, cooking oil, paneer, cumin, coriander",dairy,"vegetarian, high-protein",10,"Handi Paneer is a vegetarian North Indian dish commonly associated with paneer, cumin, and coriander.",paneer->tofu (introduces soy),simmered,"protein variation may use paneer, tofu, or mixed vegetables, gravy base may vary: onion-tomato, dairy, or nut paste",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=handi_paneer
D0498,Jain Bhaji Pav,Indian,"spices, salt, cooking oil",none_identified_from_name,vegetarian,10,Jain Bhaji Pav is a vegetarian Indian dish generally seasoned with regional spices.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=jain_bhaji_pav
D0499,Jain Pulao,North Indian,"spices, salt, cooking oil, rice, vegetables, cumin, coriander",none_identified_from_name,vegetarian,10,"Jain Pulao is a vegetarian North Indian dish commonly associated with rice, vegetables, cumin, and coriander.",,pot-cooked,"vegetable, spice, and protein additions may vary",low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=jain_pulao
D0500,Lachcha Paratha,North Indian,"spices, salt, cooking oil, wheat flour, cumin, coriander",gluten,vegetarian,10,"Lachcha Paratha is a vegetarian North Indian dish commonly associated with wheat flour, cumin, and coriander.",wheat flour->gluten-free flour blend,griddle-cooked,flour blend and cooking fat may vary,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=lachcha_paratha
D0501,Lemon Ice Tea,North Indian,"spices, salt, cooking oil, cumin, coriander",none_identified_from_name,vegetarian,10,Lemon Ice Tea is a vegetarian North Indian dish commonly associated with cumin and coriander.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=lemon_ice_tea
D0502,Mushroom Kadai,Indian,"spices, salt, cooking oil",none_identified_from_name,vegetarian,10,Mushroom Kadai is a vegetarian Indian dish generally seasoned with regional spices.,,simmered,"gravy base may vary: onion-tomato, dairy, or nut paste",low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=mushroom_kadai
D0503,Mutton Handi,Chinese,"spices, salt, cooking oil, mutton, garlic, spring onion, sauce","possible_soy, possible_gluten","non-vegetarian, high-protein",10,"Mutton Handi is a non-vegetarian Chinese dish commonly associated with mutton, garlic, spring onion, and sauce.",mutton->young jackfruit,simmered,"gravy base may vary: onion-tomato, dairy, or nut paste",medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=mutton_handi
D0504,Mutton Seekh Kabab,Chinese,"spices, salt, cooking oil, ginger, garlic, mutton, spring onion, sauce","possible_soy, possible_gluten","grilled, non-vegetarian, high-protein",10,"Mutton Seekh Kabab is a non-vegetarian Chinese dish commonly associated with ginger, garlic, mutton, spring onion, and sauce.",mutton->young jackfruit,grilled or tandoor-roasted,marinade and protein choice may vary,medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=mutton_seekh_kabab
D0505,Onion Cheese Paratha,North Indian,"spices, salt, cooking oil, wheat flour, cheese, cumin, coriander","gluten, dairy",vegetarian,10,"Onion Cheese Paratha is a vegetarian North Indian dish commonly associated with wheat flour, cheese, cumin, and coriander.","cheese->dairy-free cheese (check product allergens), wheat flour->gluten-free flour blend",griddle-cooked,flour blend and cooking fat may vary,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=onion_cheese_paratha
D0506,Palak Khichdi,Chinese,"spices, salt, cooking oil, rice, lentils, garlic, spring onion, sauce","possible_soy, possible_gluten",vegetarian,10,"Palak Khichdi is a vegetarian Chinese dish commonly associated with rice, lentils, garlic, spring onion, and sauce.",,pot-cooked,"vegetable, spice, and protein additions may vary",medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=palak_khichdi
D0507,Paneer Hara Masala,North Indian,"spices, salt, cooking oil, paneer, cumin, coriander",dairy,"vegetarian, high-protein",10,"Paneer Hara Masala is a vegetarian North Indian dish commonly associated with paneer, cumin, and coriander.",paneer->tofu (introduces soy),simmered,"protein variation may use paneer, tofu, or mixed vegetables",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=paneer_hara_masala
D0508,Paneer Hyderabadi,North Indian,"spices, salt, cooking oil, paneer, cumin, coriander",dairy,"vegetarian, high-protein",10,"Paneer Hyderabadi is a vegetarian North Indian dish commonly associated with paneer, cumin, and coriander.",paneer->tofu (introduces soy),,"protein variation may use paneer, tofu, or mixed vegetables",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=paneer_hyderabadi
D0509,Paneer Kadhai,North Indian,"spices, salt, cooking oil, paneer, cumin, coriander",dairy,"vegetarian, high-protein",10,"Paneer Kadhai is a vegetarian North Indian dish commonly associated with paneer, cumin, and coriander.",paneer->tofu (introduces soy),,"protein variation may use paneer, tofu, or mixed vegetables",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=paneer_kadhai
D0510,Paneer Tikka Salad,North Indian,"spices, salt, cooking oil, ginger, garlic, paneer, cumin, coriander",dairy,"grilled, vegetarian, high-protein",10,"Paneer Tikka Salad is a vegetarian North Indian dish commonly associated with ginger, garlic, paneer, cumin, and coriander.",paneer->tofu (introduces soy),grilled or tandoor-roasted,"protein variation may use paneer, tofu, or mixed vegetables, marinade and protein choice may vary",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=paneer_tikka_salad
D0511,Paneer Tufani,North Indian,"spices, salt, cooking oil, paneer, cumin, coriander",dairy,"vegetarian, high-protein",10,"Paneer Tufani is a vegetarian North Indian dish commonly associated with paneer, cumin, and coriander.",paneer->tofu (introduces soy),,"protein variation may use paneer, tofu, or mixed vegetables",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=paneer_tufani
D0512,Phulka,North Indian,"spices, salt, cooking oil, cumin, coriander",none_identified_from_name,vegetarian,10,Phulka is a vegetarian North Indian dish commonly associated with cumin and coriander.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=phulka
D0513,Potato Wedges and Thums up (by Faasos),North Indian,"spices, salt, cooking oil, cumin, coriander",none_identified_from_name,vegetarian,10,Potato Wedges and Thums up (by Faasos) is a vegetarian North Indian dish commonly associated with cumin and coriander.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=potato_wedges_and_thums_up_by_faasos
D0514,Rava Dosa,South Indian,"spices, salt, cooking oil, rice, urad dal, fenugreek, oil, curry leaves, mustard seeds",none_identified_from_name,"fermented, vegetarian",10,"Rava Dosa is a vegetarian South Indian dish commonly associated with rice, urad dal, fenugreek, curry leaves, and mustard seeds.",,fermented and griddle-cooked,batter ratio and fermentation time may vary,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=rava_dosa
D0515,Rava Onion Masala Dosa,South Indian,"spices, salt, cooking oil, rice, urad dal, fenugreek, oil, curry leaves, mustard seeds",none_identified_from_name,"fermented, vegetarian",10,"Rava Onion Masala Dosa is a vegetarian South Indian dish commonly associated with rice, urad dal, fenugreek, curry leaves, and mustard seeds.",,fermented and griddle-cooked,batter ratio and fermentation time may vary,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=rava_onion_masala_dosa
D0516,Sada Dosa,South Indian,"spices, salt, cooking oil, rice, urad dal, fenugreek, oil, curry leaves, mustard seeds",none_identified_from_name,"fermented, vegetarian",10,"Sada Dosa is a vegetarian South Indian dish commonly associated with rice, urad dal, fenugreek, curry leaves, and mustard seeds.",,fermented and griddle-cooked,batter ratio and fermentation time may vary,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=sada_dosa
D0517,Sev Tamatar,North Indian,"spices, salt, cooking oil, cumin, coriander",none_identified_from_name,vegetarian,10,Sev Tamatar is a vegetarian North Indian dish commonly associated with cumin and coriander.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=sev_tamatar
D0518,Sev Tameta,Gujarati,"spices, salt, cooking oil, mustard seeds, curry leaves",none_identified_from_name,vegetarian,10,Sev Tameta is a vegetarian Gujarati dish commonly associated with mustard seeds and curry leaves.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=sev_tameta
D0519,Special Thali,North Indian,"spices, salt, cooking oil, cumin, coriander",none_identified_from_name,vegetarian,10,Special Thali is a vegetarian North Indian dish commonly associated with cumin and coriander.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=special_thali
D0520,Suki Bhaji,North Indian,"spices, salt, cooking oil, cumin, coriander",none_identified_from_name,vegetarian,10,Suki Bhaji is a vegetarian North Indian dish commonly associated with cumin and coriander.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=suki_bhaji
D0521,Tandoori Mushroom,North Indian,"spices, salt, cooking oil, ginger, garlic, cumin, coriander",none_identified_from_name,"grilled, vegetarian",10,"Tandoori Mushroom is a vegetarian North Indian dish commonly associated with ginger, garlic, cumin, and coriander.",,grilled or tandoor-roasted,marinade and protein choice may vary,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=tandoori_mushroom
D0522,Tawa Paneer,North Indian,"spices, salt, cooking oil, paneer, cumin, coriander",dairy,"vegetarian, high-protein",10,"Tawa Paneer is a vegetarian North Indian dish commonly associated with paneer, cumin, and coriander.",paneer->tofu (introduces soy),,"protein variation may use paneer, tofu, or mixed vegetables",high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=tawa_paneer
D0523,Veg American Chop suey,Chinese,"spices, salt, cooking oil, garlic, spring onion, sauce","possible_soy, possible_gluten",vegetarian,10,"Veg American Chop suey is a vegetarian Chinese dish commonly associated with garlic, spring onion, and sauce.",,,,medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=veg_american_chop_suey
D0524,Veg Hot N Sour Soup,Chinese,"spices, salt, cooking oil, garlic, spring onion, sauce","possible_soy, possible_gluten",vegetarian,10,"Veg Hot N Sour Soup is a vegetarian Chinese dish commonly associated with garlic, spring onion, and sauce.",,simmered,,medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=veg_hot_n_sour_soup
D0525,Veg Thali,North Indian,"spices, salt, cooking oil, cumin, coriander",none_identified_from_name,vegetarian,10,Veg Thali is a vegetarian North Indian dish commonly associated with cumin and coriander.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=veg_thali
D0526,Veg Upma,South Indian,"spices, salt, cooking oil, semolina, vegetables, curry leaves, mustard seeds",gluten,vegetarian,10,"Veg Upma is a vegetarian South Indian dish commonly associated with semolina, vegetables, curry leaves, and mustard seeds.",semolina->rice semolina,,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=veg_upma
D0527,Aloo Masala,North Indian,"spices, salt, cooking oil, cumin, coriander",none_identified_from_name,vegetarian,9,Aloo Masala is a vegetarian North Indian dish commonly associated with cumin and coriander.,,simmered,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=aloo_masala
D0528,Aloo Paratha With Curd,North Indian,"spices, salt, cooking oil, wheat flour, yogurt, cumin, coriander","gluten, dairy",vegetarian,9,"Aloo Paratha With Curd is a vegetarian North Indian dish commonly associated with wheat flour, yogurt, cumin, and coriander.","yogurt->plant-based yogurt (check soy or nut allergens), wheat flour->gluten-free flour blend",griddle-cooked,flour blend and cooking fat may vary,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=aloo_paratha_with_curd
D0529,Baked Lasagne,North Indian,"spices, salt, cooking oil, cumin, coriander",none_identified_from_name,vegetarian,9,Baked Lasagne is a vegetarian North Indian dish commonly associated with cumin and coriander.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=baked_lasagne
D0530,Blue Lagoon,Indian,"spices, salt, cooking oil",none_identified_from_name,vegetarian,9,Blue Lagoon is a vegetarian Indian dish generally seasoned with regional spices.,,,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=blue_lagoon
D0531,Boneless Butter Chicken,North Indian,"spices, salt, cooking oil, butter, chicken, cumin, coriander",dairy,"non-vegetarian, high-protein",9,"Boneless Butter Chicken is a non-vegetarian North Indian dish commonly associated with butter, chicken, cumin, and coriander.","butter->plant-based butter (check product allergens), chicken->tofu or mushrooms (tofu introduces soy)",,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=boneless_butter_chicken
D0532,Butter Dabeli,Street Food,"spices, salt, cooking oil, butter",dairy,vegetarian,9,Butter Dabeli is a vegetarian Street Food dish commonly associated with butter.,butter->plant-based butter (check product allergens),,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=butter_dabeli
D0533,Chana Puri,Indian,"spices, salt, cooking oil, chickpeas, onion, tomato, wheat flour",gluten,"high-protein, vegetarian",9,"Chana Puri is a vegetarian Indian dish commonly associated with chickpeas, onion, tomato, and wheat flour.",wheat flour->gluten-free flour blend,,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chana_puri
D0534,Cheese Bhaji Pav,Chinese,"spices, salt, cooking oil, cheese, garlic, spring onion, sauce","dairy, possible_soy, possible_gluten",vegetarian,9,"Cheese Bhaji Pav is a vegetarian Chinese dish commonly associated with cheese, garlic, spring onion, and sauce.",cheese->dairy-free cheese (check product allergens),,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=cheese_bhaji_pav
D0535,Cheese Dabeli,Fast Food,"spices, salt, cooking oil, cheese",dairy,vegetarian,9,Cheese Dabeli is a vegetarian Fast Food dish commonly associated with cheese.,cheese->dairy-free cheese (check product allergens),,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=cheese_dabeli
D0536,Cheese Garlic Toast,Chinese,"spices, salt, cooking oil, cheese, garlic, spring onion, sauce","dairy, possible_soy, possible_gluten",vegetarian,9,"Cheese Garlic Toast is a vegetarian Chinese dish commonly associated with cheese, garlic, spring onion, and sauce.",cheese->dairy-free cheese (check product allergens),,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=cheese_garlic_toast
D0537,Cheese Onion Paratha,North Indian,"spices, salt, cooking oil, wheat flour, cheese, cumin, coriander","gluten, dairy",vegetarian,9,"Cheese Onion Paratha is a vegetarian North Indian dish commonly associated with wheat flour, cheese, cumin, and coriander.","cheese->dairy-free cheese (check product allergens), wheat flour->gluten-free flour blend",griddle-cooked,flour blend and cooking fat may vary,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=cheese_onion_paratha
D0538,Cheese Roll,Indian,"spices, salt, cooking oil, cheese",dairy,vegetarian,9,Cheese Roll is a vegetarian Indian dish commonly associated with cheese.,cheese->dairy-free cheese (check product allergens),,,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=cheese_roll
D0539,Cheese Spring Dosa,South Indian,"spices, salt, cooking oil, rice, urad dal, fenugreek, oil, cheese, curry leaves, mustard seeds",dairy,"fermented, vegetarian",9,"Cheese Spring Dosa is a vegetarian South Indian dish commonly associated with rice, urad dal, fenugreek, cheese, and curry leaves.",cheese->dairy-free cheese (check product allergens),fermented and griddle-cooked,batter ratio and fermentation time may vary,high,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=cheese_spring_dosa
D0540,Chicken Hyderabadi,North Indian,"spices, salt, cooking oil, chicken, cumin, coriander",none_identified_from_name,"non-vegetarian, high-protein",9,"Chicken Hyderabadi is a non-vegetarian North Indian dish commonly associated with chicken, cumin, and coriander.",chicken->tofu or mushrooms (tofu introduces soy),,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chicken_hyderabadi
D0541,Chicken Pepper Dry,Chinese,"spices, salt, cooking oil, chicken, garlic, spring onion, sauce","possible_soy, possible_gluten","non-vegetarian, high-protein",9,"Chicken Pepper Dry is a non-vegetarian Chinese dish commonly associated with chicken, garlic, spring onion, and sauce.",chicken->tofu or mushrooms (tofu introduces soy),,,medium,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chicken_pepper_dry
D0542,Chicken Schezwan Rice,Indian,"spices, salt, cooking oil, chicken",none_identified_from_name,"non-vegetarian, high-protein",9,Chicken Schezwan Rice is a non-vegetarian Indian dish commonly associated with chicken.,chicken->tofu or mushrooms (tofu introduces soy),pot-cooked,,low,swiggy_cleaned_sample_expanded.csv#normalized_dish_name=chicken_schezwan_rice
